"year","firstname","rank","genderindex"
"1966","Lindsay",13,0.53
"1966","Carman",73,0.83
"1966","Lavon",50,0.66
"1966","Brook",66,0.47
"1966","Donnie",83,0.06
"1966","Elisha",95,0.7
"1966","Lindy",16,0.77
"1966","Lindsey",7,0.34
"1966","Blair",58,0.16
"1966","Gerry",56,0.14
"1966","Paris",21,0.41
"1966","Deon",77,0.21
"1966","Morgan",12,0.14
"1966","Lacy",18,0.4
"1966","Lorin",43,0.25
"1966","Lacey",62,0.7
"1966","Clair",24,0.36
"1966","Sheridan",60,0.58
"1966","Kelsey",78,0.43
"1966","Avery",91,0.07
"1966","Marlen",54,0.6
"1966","Aubrey",1,0.06
"1966","Alpha",72,0.49
"1966","Arden",87,0.27
"1966","Ivey",81,0.49
"1966","Taylor",57,0.11
"1966","Arlyn",61,0.37
"1966","Artie",86,0.18
"1966","Cheyenne",19,0.29
"1966","Stevie",33,0.02
"1966","Carlie",64,0.39
"1967","Kelly",10,0.82
"1967","Tracy",40,0.8
"1967","Michele",75,0.99
"1967","Robin",85,0.93
"1967","Leslie",4,0.84
"1967","Stacy",27,0.74
"1967","Lynn",46,0.91
"1967","Shelly",38,0.99
"1967","Shannon",47,0.75
"1967","Beverly",44,0.99
"1967","Jean",68,0.93
"1967","Shelley",52,0.99
"1967","Kelley",26,0.93
"1967","Allison",37,0.98
"1967","Sandy",15,0.89
"1967","Leigh",25,0.94
"1967","Christy",34,0.99
"1967","Lauren",3,0.97
"1967","Jodie",70,0.95
"1967","Jan",30,0.82
"1967","Lesley",14,0.88
"1967","Courtney",41,0.77
"1967","Ashley",11,0.75
"1967","Dee",65,0.89
"1967","Meredith",94,0.92
"1967","Marlo",98,0.93
"1967","Shelby",2,0.7
"1967","Hilary",9,0.94
"1967","Robbie",71,0.3
"1967","Whitney",23,0.76
"1967","Gale",67,0.77
"1967","Frankie",89,0.25
"1967","Lashawn",53,0.88
"1967","Lou",79,0.86
"1967","Hillary",69,0.95
"1967","Jaime",74,0.18
"1967","Hollie",48,0.94
"1967","Sydney",8,0.7
"1967","Rosario",63,0.74
"1967","Kendall",35,0.19
"1967","Jacque",97,0.72
"1967","Elisha",95,0.85
"1967","Germaine",88,0.92
"1967","Sherrill",93,0.83
"1967","Lindy",16,0.84
"1967","Lindsey",7,0.39
"1967","Sidney",84,0.09
"1967","Paris",21,0.44
"1967","Carman",73,0.8
"1967","Gerry",56,0.17
"1967","Lindsay",13,0.54
"1967","Donnie",83,0.05
"1967","Morgan",12,0.14
"1967","Blair",58,0.18
"1967","Brook",66,0.44
"1967","Lavon",50,0.55
"1967","Deon",77,0.2
"1967","Kelsey",78,0.59
"1967","Lacey",62,0.59
"1967","Lacy",18,0.38
"1967","Clair",24,0.47
"1967","Sheridan",60,0.67
"1967","Lorin",43,0.27
"1967","Aubrey",1,0.09
"1967","Artie",86,0.22
"1967","Taylor",57,0.15
"1967","Marlen",54,0.69
"1967","Arden",87,0.33
"1967","Avery",91,0.07
"1967","Ivey",81,0.55
"1967","Marlowe",80,0.51
"1967","Alpha",72,0.48
"1967","Arlyn",61,0.45
"1967","Stevie",33,0.02
"1967","Waverly",31,0.31
"1967","Cheyenne",19,0.18
"1968","Kelly",10,0.85
"1968","Tracy",40,0.83
"1968","Michele",75,0.99
"1968","Robin",85,0.93
"1968","Shannon",47,0.8
"1968","Stacy",27,0.76
"1968","Leslie",4,0.84
"1968","Lynn",46,0.9
"1968","Shelly",38,0.99
"1968","Beverly",44,0.99
"1968","Shelley",52,0.99
"1968","Christy",34,0.99
"1968","Jean",68,0.9
"1968","Kelley",26,0.92
"1968","Allison",37,0.98
"1968","Leigh",25,0.95
"1968","Sandy",15,0.91
"1968","Lauren",3,0.97
"1968","Jodie",70,0.94
"1968","Lesley",14,0.89
"1968","Jan",30,0.8
"1968","Courtney",41,0.78
"1968","Ashley",11,0.77
"1968","Marlo",98,0.95
"1968","Meredith",94,0.96
"1968","Shelby",2,0.7
"1968","Dee",65,0.89
"1968","Lashawn",53,0.88
"1968","Hilary",9,0.96
"1968","Whitney",23,0.75
"1968","Robbie",71,0.27
"1968","Frankie",89,0.26
"1968","Hillary",69,0.93
"1968","Hollie",48,0.96
"1968","Lou",79,0.85
"1968","Gale",67,0.75
"1968","Jaime",74,0.16
"1968","Rosario",63,0.73
"1968","Sydney",8,0.7
"1968","Kendall",35,0.18
"1968","Sherrill",93,0.84
"1968","Elisha",95,0.77
"1968","Jacque",97,0.68
"1968","Lindsay",13,0.61
"1968","Lindy",16,0.88
"1968","Carman",73,0.9
"1968","Lindsey",7,0.44
"1968","Lacey",62,0.77
"1968","Brook",66,0.45
"1968","Lavon",50,0.6
"1968","Lacy",18,0.4
"1968","Paris",21,0.42
"1968","Gerry",56,0.16
"1968","Sidney",84,0.06
"1968","Morgan",12,0.12
"1968","Donnie",83,0.04
"1968","Deon",77,0.12
"1968","Sheridan",60,0.56
"1968","Blair",58,0.11
"1968","Kelsey",78,0.39
"1968","Lorin",43,0.3
"1968","Avery",91,0.11
"1968","Arden",87,0.3
"1968","Marlen",54,0.77
"1968","Clair",24,0.37
"1968","Cheyenne",19,0.53
"1968","Ivey",81,0.43
"1968","Taylor",57,0.08
"1968","Aubrey",1,0.05
"1968","Marlowe",80,0.43
"1968","Stevie",33,0.04
"1968","Artie",86,0.15
"1968","Carlie",64,0.58
"1968","Waverly",31,0.31
"1968","Arlyn",61,0.47
"1968","Charley",29,0.07
"1968","Kiley",99,0.32
"1969","Kelly",10,0.86
"1969","Tracy",40,0.88
"1969","Michele",75,0.99
"1969","Shannon",47,0.82
"1969","Robin",85,0.94
"1969","Stacy",27,0.82
"1969","Leslie",4,0.85
"1969","Shelly",38,0.99
"1969","Lynn",46,0.9
"1969","Christy",34,0.99
"1969","Shelley",52,0.99
"1969","Beverly",44,0.99
"1969","Jean",68,0.89
"1969","Kelley",26,0.92
"1969","Allison",37,0.99
"1969","Leigh",25,0.95
"1969","Lauren",3,0.96
"1969","Sandy",15,0.9
"1969","Meredith",94,0.98
"1969","Jodie",70,0.94
"1969","Lesley",14,0.92
"1969","Courtney",41,0.78
"1969","Ashley",11,0.77
"1969","Jan",30,0.78
"1969","Marlo",98,0.94
"1969","Lashawn",53,0.95
"1969","Dee",65,0.91
"1969","Hilary",9,0.97
"1969","Shelby",2,0.66
"1969","Whitney",23,0.82
"1969","Hollie",48,0.97
"1969","Robbie",71,0.25
"1969","Hillary",69,0.94
"1969","Frankie",89,0.24
"1969","Jaime",74,0.18
"1969","Lou",79,0.86
"1969","Gale",67,0.7
"1969","Rosario",63,0.74
"1969","Sydney",8,0.78
"1969","Elisha",95,0.8
"1969","Jacque",97,0.71
"1969","Kendall",35,0.16
"1969","Lindsey",7,0.52
"1969","Lacey",62,0.82
"1969","Lindy",16,0.85
"1969","Morgan",12,0.17
"1969","Carman",73,0.89
"1969","Sherrill",93,0.88
"1969","Lindsay",13,0.57
"1969","Joell",36,0.91
"1969","Paris",21,0.48
"1969","Lacy",18,0.54
"1969","Deon",77,0.18
"1969","Kelsey",78,0.55
"1969","Lavon",50,0.59
"1969","Sheridan",60,0.6
"1969","Brook",66,0.35
"1969","Donnie",83,0.04
"1969","Gerry",56,0.14
"1969","Sidney",84,0.06
"1969","Lorin",43,0.31
"1969","Blair",58,0.13
"1969","Cheyenne",19,0.56
"1969","Avery",91,0.12
"1969","Clair",24,0.37
"1969","Taylor",57,0.14
"1969","Arden",87,0.34
"1969","Aubrey",1,0.08
"1969","Ivey",81,0.48
"1969","Alpha",72,0.53
"1969","Artie",86,0.17
"1969","Marlowe",80,0.38
"1969","Arlyn",61,0.33
"1969","Kiley",99,0.45
"1969","Kelcey",100,0.34
"1969","Carlie",64,0.36
"1969","Kennedy",6,0.14
"1970","Tracy",40,0.92
"1970","Kelly",10,0.86
"1970","Shannon",47,0.85
"1970","Michele",75,0.99
"1970","Stacy",27,0.87
"1970","Robin",85,0.92
"1970","Leslie",4,0.85
"1970","Shelly",38,0.99
"1970","Christy",34,0.99
"1970","Lynn",46,0.9
"1970","Allison",37,0.99
"1970","Shelley",52,0.99
"1970","Beverly",44,0.99
"1970","Jean",68,0.89
"1970","Kelley",26,0.92
"1970","Leigh",25,0.95
"1970","Meredith",94,0.99
"1970","Lauren",3,0.97
"1970","Sandy",15,0.91
"1970","Jodie",70,0.95
"1970","Ashley",11,0.79
"1970","Courtney",41,0.8
"1970","Lesley",14,0.91
"1970","Marlo",98,0.94
"1970","Jan",30,0.76
"1970","Lashawn",53,0.94
"1970","Shelby",2,0.72
"1970","Hilary",9,0.94
"1970","Whitney",23,0.82
"1970","Hollie",48,0.98
"1970","Dee",65,0.87
"1970","Hillary",69,0.96
"1970","Robbie",71,0.26
"1970","Jaime",74,0.2
"1970","Frankie",89,0.22
"1970","Lou",79,0.81
"1970","Rosario",63,0.74
"1970","Gale",67,0.72
"1970","Elisha",95,0.77
"1970","Kendall",35,0.21
"1970","Sydney",8,0.65
"1970","Lacey",62,0.83
"1970","Lindsay",13,0.68
"1970","Carman",73,0.88
"1970","Morgan",12,0.19
"1970","Brook",66,0.41
"1970","Karon",5,0.93
"1970","Lacy",18,0.63
"1970","Germaine",88,0.72
"1970","Lindsey",7,0.49
"1970","Sherrill",93,0.87
"1970","Paris",21,0.35
"1970","Lindy",16,0.81
"1970","Jacque",97,0.62
"1970","Lavon",50,0.64
"1970","Kelsey",78,0.42
"1970","Deon",77,0.15
"1970","Donnie",83,0.05
"1970","Gerry",56,0.17
"1970","Sidney",84,0.07
"1970","Lorin",43,0.36
"1970","Blair",58,0.15
"1970","Cheyenne",19,0.55
"1970","Sheridan",60,0.45
"1970","Avery",91,0.1
"1970","Clair",24,0.42
"1970","Ivey",81,0.59
"1970","Taylor",57,0.14
"1970","Alpha",72,0.72
"1970","Kiley",99,0.23
"1970","Marlen",54,0.62
"1970","Carlie",64,0.51
"1970","Arden",87,0.26
"1970","Arlyn",61,0.42
"1970","Marlowe",80,0.34
"1970","Aubrey",1,0.05
"1970","Artie",86,0.18
"1970","Kelcey",100,0.28
"1970","Madison",42,0.16
"1970","Stevie",33,0.02
"1970","Waverly",31,0.21
"1971","Tracy",40,0.88
"1971","Shannon",47,0.81
"1971","Kelly",10,0.85
"1971","Stacy",27,0.9
"1971","Michele",75,0.99
"1971","Robin",85,0.92
"1971","Leslie",4,0.84
"1971","Christy",34,0.99
"1971","Shelly",38,0.99
"1971","Allison",37,0.99
"1971","Lynn",46,0.89
"1971","Shelley",52,0.99
"1971","Beverly",44,0.99
"1971","Jean",68,0.86
"1971","Meredith",94,0.98
"1971","Leigh",25,0.95
"1971","Kelley",26,0.9
"1971","Ashley",11,0.82
"1971","Lauren",3,0.96
"1971","Sandy",15,0.9
"1971","Jodie",70,0.96
"1971","Lesley",14,0.93
"1971","Courtney",41,0.79
"1971","Shelby",2,0.75
"1971","Lashawn",53,0.88
"1971","Marlo",98,0.91
"1971","Jan",30,0.75
"1971","Hilary",9,0.97
"1971","Hollie",48,0.97
"1971","Whitney",23,0.77
"1971","Dee",65,0.83
"1971","Hillary",69,0.95
"1971","Robbie",71,0.25
"1971","Kendall",35,0.33
"1971","Jaime",74,0.16
"1971","Frankie",89,0.23
"1971","Elisha",95,0.8
"1971","Lou",79,0.79
"1971","Rosario",63,0.67
"1971","Brook",66,0.49
"1971","Sydney",8,0.73
"1971","Gale",67,0.62
"1971","Germaine",88,0.51
"1971","Morgan",12,0.22
"1971","Lindsay",13,0.68
"1971","Jacque",97,0.57
"1971","Lindy",16,0.94
"1971","Kelsey",78,0.51
"1971","Lacey",62,0.86
"1971","Lindsey",7,0.56
"1971","Carman",73,0.89
"1971","Paris",21,0.32
"1971","Deon",77,0.17
"1971","Sherrill",93,0.81
"1971","Lavon",50,0.61
"1971","Sheridan",60,0.5
"1971","Lacy",18,0.52
"1971","Joell",36,0.87
"1971","Cheyenne",19,0.53
"1971","Gerry",56,0.15
"1971","Blair",58,0.18
"1971","Donnie",83,0.03
"1971","Sidney",84,0.06
"1971","Lorin",43,0.38
"1971","Kiley",99,0.23
"1971","Taylor",57,0.14
"1971","Avery",91,0.12
"1971","Alpha",72,0.64
"1971","Ivey",81,0.6
"1971","Arden",87,0.37
"1971","Marlen",54,0.49
"1971","Marlowe",80,0.44
"1971","Carlie",64,0.49
"1971","Clair",24,0.34
"1971","Stevie",33,0.04
"1971","Arlyn",61,0.34
"1971","Aubrey",1,0.05
"1971","Artie",86,0.21
"1971","Kelcey",100,0.25
"1971","Charley",29,0.07
"1971","Madison",42,0.18
"1971","Waverly",31,0.32
"1971","Bailey",22,0.21
"1972","Tracy",40,0.82
"1972","Shannon",47,0.79
"1972","Kelly",10,0.86
"1972","Stacy",27,0.9
"1972","Michele",75,0.99
"1972","Robin",85,0.92
"1972","Christy",34,0.99
"1972","Leslie",4,0.84
"1972","Shelly",38,0.99
"1972","Allison",37,0.99
"1972","Shelley",52,0.99
"1972","Lynn",46,0.89
"1972","Beverly",44,0.99
"1972","Meredith",94,0.98
"1972","Jean",68,0.86
"1972","Kelley",26,0.93
"1972","Leigh",25,0.95
"1972","Ashley",11,0.82
"1972","Sandy",15,0.91
"1972","Lauren",3,0.97
"1972","Jodie",70,0.96
"1972","Shelby",2,0.82
"1972","Courtney",41,0.77
"1972","Lesley",14,0.91
"1972","Lashawn",53,0.86
"1972","Jan",30,0.75
"1972","Hilary",9,0.95
"1972","Marlo",98,0.8
"1972","Hollie",48,0.97
"1972","Whitney",23,0.83
"1972","Hillary",69,0.94
"1972","Dee",65,0.85
"1972","Elisha",95,0.81
"1972","Robbie",71,0.24
"1972","Jaime",74,0.15
"1972","Rosario",63,0.78
"1972","Frankie",89,0.24
"1972","Brook",66,0.61
"1972","Kendall",35,0.26
"1972","Lou",79,0.81
"1972","Gale",67,0.72
"1972","Germaine",88,0.38
"1972","Lindy",16,0.9
"1972","Sydney",8,0.68
"1972","Kelsey",78,0.52
"1972","Lindsey",7,0.56
"1972","Lacey",62,0.75
"1972","Lacy",18,0.6
"1972","Jacque",97,0.69
"1972","Lindsay",13,0.64
"1972","Morgan",12,0.17
"1972","Cheyenne",19,0.56
"1972","Sherrill",93,0.92
"1972","Deon",77,0.16
"1972","Paris",21,0.31
"1972","Carman",73,0.82
"1972","Lavon",50,0.53
"1972","Karon",5,0.72
"1972","Sidney",84,0.07
"1972","Donnie",83,0.03
"1972","Blair",58,0.18
"1972","Kiley",99,0.29
"1972","Sheridan",60,0.5
"1972","Gerry",56,0.15
"1972","Lorin",43,0.3
"1972","Avery",91,0.12
"1972","Carlie",64,0.73
"1972","Taylor",57,0.15
"1972","Aubrey",1,0.1
"1972","Marlen",54,0.51
"1972","Ivey",81,0.51
"1972","Clair",24,0.31
"1972","Arden",87,0.35
"1972","Alpha",72,0.43
"1972","Marlowe",80,0.33
"1972","Arlyn",61,0.37
"1972","Artie",86,0.16
"1972","Kelcey",100,0.19
"1972","Emery",45,0.07
"1973","Kelly",10,0.87
"1973","Tracy",40,0.83
"1973","Shannon",47,0.79
"1973","Stacy",27,0.89
"1973","Michele",75,0.99
"1973","Robin",85,0.93
"1973","Christy",34,1
"1973","Leslie",4,0.84
"1973","Shelly",38,0.99
"1973","Allison",37,0.99
"1973","Shelley",52,0.99
"1973","Lynn",46,0.88
"1973","Meredith",94,0.99
"1973","Beverly",44,0.99
"1973","Ashley",11,0.75
"1973","Kelley",26,0.93
"1973","Jean",68,0.84
"1973","Lauren",3,0.97
"1973","Leigh",25,0.96
"1973","Sandy",15,0.91
"1973","Jodie",70,0.95
"1973","Courtney",41,0.79
"1973","Shelby",2,0.8
"1973","Lesley",14,0.89
"1973","Hollie",48,0.99
"1973","Lashawn",53,0.85
"1973","Hilary",9,0.97
"1973","Jan",30,0.71
"1973","Whitney",23,0.83
"1973","Marlo",98,0.77
"1973","Hillary",69,0.97
"1973","Jaime",74,0.15
"1973","Dee",65,0.81
"1973","Elisha",95,0.82
"1973","Robbie",71,0.24
"1973","Aubrey",1,0.47
"1973","Brook",66,0.66
"1973","Rosario",63,0.79
"1973","Frankie",89,0.21
"1973","Lindy",16,0.91
"1973","Lindsay",13,0.84
"1973","Kendall",35,0.25
"1973","Lindsey",7,0.6
"1973","Lacey",62,0.9
"1973","Lou",79,0.77
"1973","Morgan",12,0.27
"1973","Kelsey",78,0.52
"1973","Carman",73,0.91
"1973","Gale",67,0.61
"1973","Lacy",18,0.64
"1973","Germaine",88,0.31
"1973","Sydney",8,0.68
"1973","Cheyenne",19,0.48
"1973","Lavon",50,0.61
"1973","Karon",5,0.82
"1973","Paris",21,0.47
"1973","Deon",77,0.16
"1973","Donnie",83,0.05
"1973","Jacque",97,0.59
"1973","Sherrill",93,0.78
"1973","Gerry",56,0.2
"1973","Blair",58,0.19
"1973","Lorin",43,0.41
"1973","Taylor",57,0.17
"1973","Avery",91,0.11
"1973","Kiley",99,0.32
"1973","Sidney",84,0.06
"1973","Sheridan",60,0.4
"1973","Joell",36,0.81
"1973","Marlen",54,0.58
"1973","Clair",24,0.42
"1973","Alpha",72,0.56
"1973","Marlowe",80,0.38
"1973","Arlyn",61,0.43
"1973","Ivey",81,0.43
"1973","Kelcey",100,0.32
"1973","Stevie",33,0.05
"1973","Arden",87,0.26
"1973","Ellery",17,0.19
"1973","Waverly",31,0.34
"1974","Kelly",10,0.87
"1974","Shannon",47,0.82
"1974","Tracy",40,0.87
"1974","Stacy",27,0.89
"1974","Michele",75,0.99
"1974","Christy",34,0.99
"1974","Robin",85,0.92
"1974","Leslie",4,0.87
"1974","Allison",37,0.99
"1974","Shelly",38,0.99
"1974","Courtney",41,0.87
"1974","Shelley",52,0.99
"1974","Lynn",46,0.88
"1974","Ashley",11,0.81
"1974","Meredith",94,0.99
"1974","Lauren",3,0.98
"1974","Leigh",25,0.97
"1974","Kelley",26,0.92
"1974","Beverly",44,0.99
"1974","Jodie",70,0.95
"1974","Jean",68,0.81
"1974","Sandy",15,0.89
"1974","Shelby",2,0.82
"1974","Lesley",14,0.93
"1974","Hollie",48,0.98
"1974","Hilary",9,0.97
"1974","Lashawn",53,0.81
"1974","Whitney",23,0.84
"1974","Jan",30,0.77
"1974","Hillary",69,0.97
"1974","Jaime",74,0.2
"1974","Lindsey",7,0.83
"1974","Lindsay",13,0.86
"1974","Marlo",98,0.76
"1974","Aubrey",1,0.53
"1974","Elisha",95,0.8
"1974","Brook",66,0.64
"1974","Robbie",71,0.28
"1974","Rosario",63,0.78
"1974","Dee",65,0.79
"1974","Lindy",16,0.94
"1974","Frankie",89,0.22
"1974","Kendall",35,0.23
"1974","Morgan",12,0.27
"1974","Kelsey",78,0.56
"1974","Cheyenne",19,0.63
"1974","Lacey",62,0.86
"1974","Lacy",18,0.59
"1974","Gale",67,0.59
"1974","Lou",79,0.78
"1974","Carlie",64,0.91
"1974","Carman",73,0.84
"1974","Paris",21,0.41
"1974","Germaine",88,0.32
"1974","Sydney",8,0.59
"1974","Jacque",97,0.69
"1974","Taylor",57,0.19
"1974","Caron",32,0.87
"1974","Kiley",99,0.41
"1974","Karon",5,0.8
"1974","Blair",58,0.19
"1974","Sherrill",93,0.87
"1974","Deon",77,0.13
"1974","Sidney",84,0.08
"1974","Avery",91,0.14
"1974","Donnie",83,0.03
"1974","Joell",36,0.73
"1974","Sheridan",60,0.46
"1974","Lorin",43,0.31
"1974","Gerry",56,0.15
"1974","Clair",24,0.46
"1974","Marlen",54,0.68
"1974","Lavon",50,0.32
"1974","Arden",87,0.38
"1974","Ivey",81,0.57
"1974","Emery",45,0.19
"1974","Alpha",72,0.49
"1974","Artie",86,0.25
"1974","Arlyn",61,0.34
"1974","Marlowe",80,0.29
"1974","Kelcey",100,0.19
"1974","Skylar",90,0.44
"1974","Waverly",31,0.27
"1975","Kelly",10,0.88
"1975","Shannon",47,0.79
"1975","Tracy",40,0.89
"1975","Stacy",27,0.9
"1975","Christy",34,1
"1975","Michele",75,0.99
"1975","Robin",85,0.92
"1975","Leslie",4,0.86
"1975","Allison",37,0.99
"1975","Courtney",41,0.88
"1975","Shelly",38,0.99
"1975","Ashley",11,0.83
"1975","Lauren",3,0.98
"1975","Shelley",52,0.99
"1975","Meredith",94,0.98
"1975","Lynn",46,0.88
"1975","Kelley",26,0.92
"1975","Leigh",25,0.95
"1975","Beverly",44,0.99
"1975","Jaime",74,0.43
"1975","Jodie",70,0.96
"1975","Jean",68,0.83
"1975","Sandy",15,0.91
"1975","Shelby",2,0.8
"1975","Lesley",14,0.93
"1975","Hollie",48,0.99
"1975","Lindsay",13,0.96
"1975","Hilary",9,0.98
"1975","Whitney",23,0.87
"1975","Lindsey",7,0.89
"1975","Lashawn",53,0.77
"1975","Hillary",69,0.97
"1975","Lacey",62,0.95
"1975","Jan",30,0.74
"1975","Elisha",95,0.78
"1975","Aubrey",1,0.54
"1975","Lacy",18,0.88
"1975","Marlo",98,0.79
"1975","Brook",66,0.65
"1975","Rosario",63,0.76
"1975","Dee",65,0.8
"1975","Robbie",71,0.24
"1975","Morgan",12,0.3
"1975","Lindy",16,0.94
"1975","Frankie",89,0.2
"1975","Kelsey",78,0.53
"1975","Sydney",8,0.78
"1975","Cheyenne",19,0.59
"1975","Kendall",35,0.19
"1975","Gale",67,0.65
"1975","Karon",5,0.75
"1975","Lou",79,0.71
"1975","Germaine",88,0.33
"1975","Carlie",64,0.88
"1975","Deon",77,0.16
"1975","Jacque",97,0.64
"1975","Sidney",84,0.11
"1975","Taylor",57,0.18
"1975","Paris",21,0.31
"1975","Blair",58,0.19
"1975","Kiley",99,0.35
"1975","Lavon",50,0.55
"1975","Avery",91,0.12
"1975","Sherrill",93,0.73
"1975","Clair",24,0.68
"1975","Donnie",83,0.04
"1975","Sheridan",60,0.49
"1975","Marlen",54,0.67
"1975","Lorin",43,0.38
"1975","Gerry",56,0.12
"1975","Alpha",72,0.51
"1975","Kelcey",100,0.23
"1975","Charley",29,0.12
"1975","Ivey",81,0.51
"1975","Skylar",90,0.45
"1975","Arlyn",61,0.33
"1975","Stevie",33,0.04
"1975","Waverly",31,0.42
"1975","Arden",87,0.2
"1975","Aubry",55,0.51
"1975","Emery",45,0.08
"1975","Taran",49,0.47
"1975","Bailey",22,0.27
"1975","Ellery",17,0.15
"1975","Kennedy",6,0.2
"1975","Madison",42,0.17
"1976","Shannon",47,0.84
"1976","Kelly",10,0.89
"1976","Jaime",74,0.85
"1976","Tracy",40,0.9
"1976","Stacy",27,0.92
"1976","Christy",34,0.99
"1976","Michele",75,0.99
"1976","Leslie",4,0.89
"1976","Allison",37,0.99
"1976","Robin",85,0.91
"1976","Courtney",41,0.87
"1976","Ashley",11,0.83
"1976","Lauren",3,0.98
"1976","Lindsay",13,0.98
"1976","Shelly",38,0.99
"1976","Meredith",94,0.98
"1976","Shelley",52,0.99
"1976","Lynn",46,0.87
"1976","Kelley",26,0.91
"1976","Beverly",44,0.99
"1976","Leigh",25,0.95
"1976","Lindsey",7,0.93
"1976","Jodie",70,0.96
"1976","Jean",68,0.79
"1976","Sandy",15,0.9
"1976","Lesley",14,0.93
"1976","Shelby",2,0.77
"1976","Hollie",48,0.99
"1976","Whitney",23,0.89
"1976","Hilary",9,0.98
"1976","Hillary",69,0.97
"1976","Elisha",95,0.83
"1976","Lashawn",53,0.74
"1976","Aubrey",1,0.63
"1976","Jan",30,0.64
"1976","Brook",66,0.71
"1976","Lacey",62,0.93
"1976","Lindy",16,0.97
"1976","Marlo",98,0.68
"1976","Lacy",18,0.79
"1976","Morgan",12,0.33
"1976","Rosario",63,0.73
"1976","Cheyenne",19,0.7
"1976","Sydney",8,0.83
"1976","Frankie",89,0.23
"1976","Dee",65,0.79
"1976","Kelsey",78,0.54
"1976","Robbie",71,0.24
"1976","Kendall",35,0.21
"1976","Taylor",57,0.23
"1976","Carman",73,0.88
"1976","Jacque",97,0.66
"1976","Lou",79,0.71
"1976","Paris",21,0.4
"1976","Carlie",64,0.81
"1976","Kiley",99,0.52
"1976","Blair",58,0.21
"1976","Gale",67,0.65
"1976","Germaine",88,0.3
"1976","Lavon",50,0.52
"1976","Avery",91,0.14
"1976","Karon",5,0.65
"1976","Deon",77,0.14
"1976","Lorin",43,0.46
"1976","Marlen",54,0.67
"1976","Clair",24,0.59
"1976","Donnie",83,0.04
"1976","Sidney",84,0.06
"1976","Sheridan",60,0.4
"1976","Ivey",81,0.66
"1976","Alpha",72,0.62
"1976","Gerry",56,0.12
"1976","Kelcey",100,0.28
"1976","Charley",29,0.17
"1976","Arlyn",61,0.38
"1976","Aubry",55,0.68
"1976","Skylar",90,0.49
"1976","Artie",86,0.24
"1976","Arden",87,0.28
"1976","Stevie",33,0.05
"1976","Waverly",31,0.34
"1976","Taran",49,0.38
"1977","Kelly",10,0.93
"1977","Shannon",47,0.85
"1977","Stacy",27,0.94
"1977","Jaime",74,0.82
"1977","Tracy",40,0.9
"1977","Christy",34,1
"1977","Leslie",4,0.88
"1977","Allison",37,0.99
"1977","Courtney",41,0.83
"1977","Michele",75,0.99
"1977","Robin",85,0.91
"1977","Ashley",11,0.83
"1977","Lindsay",13,0.98
"1977","Lauren",3,0.99
"1977","Shelly",38,0.99
"1977","Meredith",94,0.99
"1977","Kelley",26,0.95
"1977","Lindsey",7,0.93
"1977","Shelley",52,0.99
"1977","Lynn",46,0.88
"1977","Leigh",25,0.94
"1977","Beverly",44,0.99
"1977","Lesley",14,0.91
"1977","Jodie",70,0.95
"1977","Sandy",15,0.92
"1977","Jean",68,0.82
"1977","Whitney",23,0.89
"1977","Hollie",48,0.99
"1977","Hilary",9,0.98
"1977","Shelby",2,0.75
"1977","Hillary",69,0.97
"1977","Elisha",95,0.84
"1977","Aubrey",1,0.66
"1977","Lacey",62,0.97
"1977","Brook",66,0.74
"1977","Lashawn",53,0.7
"1977","Jan",30,0.68
"1977","Morgan",12,0.37
"1977","Lindy",16,0.93
"1977","Lacy",18,0.83
"1977","Kelsey",78,0.64
"1977","Marlo",98,0.69
"1977","Rosario",63,0.78
"1977","Taylor",57,0.29
"1977","Robbie",71,0.23
"1977","Frankie",89,0.23
"1977","Caron",32,0.94
"1977","Cheyenne",19,0.63
"1977","Dee",65,0.76
"1977","Sydney",8,0.72
"1977","Kendall",35,0.25
"1977","Carlie",64,0.86
"1977","Jacque",97,0.68
"1977","Paris",21,0.4
"1977","Carman",73,0.87
"1977","Karon",5,0.62
"1977","Avery",91,0.18
"1977","Lou",79,0.72
"1977","Blair",58,0.18
"1977","Sidney",84,0.11
"1977","Gale",67,0.65
"1977","Germaine",88,0.28
"1977","Lorin",43,0.47
"1977","Kiley",99,0.52
"1977","Deon",77,0.11
"1977","Sherrill",93,0.85
"1977","Lavon",50,0.36
"1977","Donnie",83,0.04
"1977","Sheridan",60,0.56
"1977","Marlen",54,0.75
"1977","Clair",24,0.64
"1977","Stevie",33,0.1
"1977","Charley",29,0.16
"1977","Gerry",56,0.12
"1977","Joell",36,0.65
"1977","Ivey",81,0.63
"1977","Alpha",72,0.64
"1977","Aubry",55,0.7
"1977","Jullian",39,0.56
"1977","Kelcey",100,0.34
"1977","Skylar",90,0.36
"1977","Ellery",17,0.3
"1977","Arlyn",61,0.42
"1977","Emery",45,0.11
"1977","Artie",86,0.21
"1977","Kennedy",6,0.2
"1977","Madison",42,0.17
"1978","Kelly",10,0.93
"1978","Shannon",47,0.86
"1978","Stacy",27,0.95
"1978","Tracy",40,0.92
"1978","Christy",34,1
"1978","Leslie",4,0.9
"1978","Courtney",41,0.84
"1978","Jaime",74,0.77
"1978","Allison",37,0.99
"1978","Lauren",3,0.99
"1978","Michele",75,0.99
"1978","Ashley",11,0.87
"1978","Robin",85,0.9
"1978","Lindsay",13,0.99
"1978","Meredith",94,0.99
"1978","Lindsey",7,0.95
"1978","Shelly",38,0.98
